dataset,metric,lambda,local_lambda,tuning,model,error_rate,global,local,count
compas,equalized_odds,0.5,0,True,DisparateImpactRemover,32.3867,21.5833,13.8217,5
compas,equalized_odds,0.5,0,True,Fair-SMOTE,33.4882,5.4411,6.3474,5
compas,equalized_odds,0.5,0,True,LTDD,32.8079,2.8803,6.9123,5
compas,equalized_odds,0.5,0,True,PrejudiceRemover,42.6675,7.9946,8.0431,5
compas,equalized_odds,0.5,0,True,FairnessConstraintModel,42.6673,5.6444,5.0877,5
compas,equalized_odds,0.5,0,True,DisparateMistreatmentModel,36.6739,14.958,6.7241,5
compas,equalized_odds,0.5,0,True,GerryFairClassifier,45.6371,7.6773,5.104,5
compas,equalized_odds,0.5,0,True,AdversarialDebiasing,32.3219,2.5792,13.8789,5
compas,equalized_odds,0.5,0,True,ExponentiatedGradientReduction,32.6243,2.018,7.9971,5
compas,equalized_odds,0.5,0,True,GridSearchReduction,36.2096,9.0636,12.676,5
compas,equalized_odds,0.5,0,True,MetaFairClassifier,33.1102,19.085,12.5422,5
compas,equalized_odds,0.5,0,True,FAGTB,33.6286,2.3684,10.9679,5
compas,equalized_odds,0.5,0,True,FairGeneralizedLinearModel,45.7777,0.0,0.0,5
compas,equalized_odds,0.5,0,True,GradualCompatibility,35.3348,12.3322,6.9121,5
compas,equalized_odds,0.5,0,True,RejectOptionClassification,43.5745,4.4299,1.9221,5
compas,equalized_odds,0.5,0,True,EqOddsPostprocessing,36.7062,2.767,7.8922,5
compas,equalized_odds,0.5,0,True,CalibratedEqOddsPostprocessing,33.3263,21.8995,15.5793,5
compas,equalized_odds,0.5,0,True,JiangNachum,34.4384,1.1298,10.1217,5
compas,equalized_odds,0.5,0,True,FaX,32.4083,21.5484,13.8409,5
german,equalized_odds,0.5,0,True,Reweighing,22.1333,9.3156,10.9045,5
german,equalized_odds,0.5,0,True,LFR,21.8,0.1143,0.6786,5
german,equalized_odds,0.5,0,True,DisparateImpactRemover,21.9334,5.5589,9.907,5
german,equalized_odds,0.5,0,True,Fair-SMOTE,29.8667,11.5492,17.0068,5
german,equalized_odds,0.5,0,True,LTDD,22.4,10.3792,12.5785,5
german,equalized_odds,0.5,0,True,PrejudiceRemover,21.5334,8.0553,10.8098,5
german,equalized_odds,0.5,0,True,FairnessConstraintModel,21.8001,5.0367,8.9611,5
german,equalized_odds,0.5,0,True,DisparateMistreatmentModel,22.1333,4.6732,9.8944,5
german,equalized_odds,0.5,0,True,GerryFairClassifier,22.5333,4.6652,5.7626,5
german,equalized_odds,0.5,0,True,AdversarialDebiasing,21.6667,4.7971,8.1925,5
german,equalized_odds,0.5,0,True,ExponentiatedGradientReduction,21.8,3.0574,9.9416,5
german,equalized_odds,0.5,0,True,GridSearchReduction,21.6,4.6735,9.1376,5
german,equalized_odds,0.5,0,True,MetaFairClassifier,21.2667,3.0679,4.0447,5
german,equalized_odds,0.5,0,True,FAGTB,22.1333,0.0,0.0,5
german,equalized_odds,0.5,0,True,FairGeneralizedLinearModel,22.1333,0.0,0.0,5
german,equalized_odds,0.5,0,True,GradualCompatibility,21.2668,0.5037,2.8952,5
german,equalized_odds,0.5,0,True,RejectOptionClassification,40.0001,8.4633,15.9851,5
german,equalized_odds,0.5,0,True,EqOddsPostprocessing,23.0667,5.4494,9.8563,5
german,equalized_odds,0.5,0,True,CalibratedEqOddsPostprocessing,23.3333,10.8213,9.5665,5
german,equalized_odds,0.5,0,True,JiangNachum,21.7333,3.2927,8.5959,5
german,equalized_odds,0.5,0,True,FaX,22.2001,8.7011,11.0954,5
credit_card_clients,equalized_odds,0.5,0,True,Reweighing,19.1088,1.7924,2.3507,5
credit_card_clients,equalized_odds,0.5,0,True,LFR,19.0511,0.9693,1.5666,5
credit_card_clients,equalized_odds,0.5,0,True,DisparateImpactRemover,19.06,1.1501,2.1203,5
credit_card_clients,equalized_odds,0.5,0,True,Fair-SMOTE,21.9955,7.9359,11.2874,5
credit_card_clients,equalized_odds,0.5,0,True,LTDD,19.1178,2.133,2.6571,5
credit_card_clients,equalized_odds,0.5,0,True,PrejudiceRemover,19.109,1.8989,3.1258,5
credit_card_clients,equalized_odds,0.5,0,True,FairnessConstraintModel,19.06,1.1431,2.1187,5
credit_card_clients,equalized_odds,0.5,0,True,GerryFairClassifier,20.2622,1.8101,1.2063,5
credit_card_clients,equalized_odds,0.5,0,True,AdversarialDebiasing,18.3044,1.861,3.7723,5
credit_card_clients,equalized_odds,0.5,0,True,ExponentiatedGradientReduction,19.0978,1.4447,2.039,5
credit_card_clients,equalized_odds,0.5,0,True,GridSearchReduction,19.06,1.1501,2.1203,5
credit_card_clients,equalized_odds,0.5,0,True,MetaFairClassifier,18.7511,1.9545,2.5799,5
credit_card_clients,equalized_odds,0.5,0,True,FAGTB,18.2289,2.1759,4.1744,5
credit_card_clients,equalized_odds,0.5,0,True,GradualCompatibility,39.8689,3.8966,5.3058,5
credit_card_clients,equalized_odds,0.5,0,True,RejectOptionClassification,21.0222,3.9655,5.5896,5
credit_card_clients,equalized_odds,0.5,0,True,EqOddsPostprocessing,19.7089,1.3755,2.6987,5
credit_card_clients,equalized_odds,0.5,0,True,CalibratedEqOddsPostprocessing,20.1955,10.3782,6.5879,5
credit_card_clients,equalized_odds,0.5,0,True,JiangNachum,18.9955,1.7573,2.3613,5
credit_card_clients,equalized_odds,0.5,0,True,FaX,19.0445,1.126,2.0466,5
adult_data_set,equalized_odds,0.5,0,True,Reweighing,21.6782,1.4733,4.3426,5
adult_data_set,equalized_odds,0.5,0,True,LFR,24.7376,0.1127,0.0637,5
adult_data_set,equalized_odds,0.5,0,True,DisparateImpactRemover,21.5985,5.7273,4.7622,5
adult_data_set,equalized_odds,0.5,0,True,Fair-SMOTE,29.048,1.2684,8.7759,5
adult_data_set,equalized_odds,0.5,0,True,LTDD,22.3904,4.4854,5.1214,5
adult_data_set,equalized_odds,0.5,0,True,PrejudiceRemover,20.0217,30.0713,23.9085,5
adult_data_set,equalized_odds,0.5,0,True,GerryFairClassifier,21.9256,14.5645,11.1394,5
adult_data_set,equalized_odds,0.5,0,True,AdversarialDebiasing,21.0367,1.9728,4.4962,5
adult_data_set,equalized_odds,0.5,0,True,ExponentiatedGradientReduction,21.6579,1.0375,3.7298,5
adult_data_set,equalized_odds,0.5,0,True,GridSearchReduction,21.8215,4.5405,4.6548,5
adult_data_set,equalized_odds,0.5,0,True,MetaFairClassifier,26.811,6.6212,10.0125,5
adult_data_set,equalized_odds,0.5,0,True,FAGTB,21.7549,1.5418,8.05,5
adult_data_set,equalized_odds,0.5,0,True,GradualCompatibility,23.3548,0.6258,2.9649,5
adult_data_set,equalized_odds,0.5,0,True,EqOddsPostprocessing,24.5247,0.4378,1.8666,5
adult_data_set,equalized_odds,0.5,0,True,CalibratedEqOddsPostprocessing,19.9984,31.29,24.4803,5
adult_data_set,equalized_odds,0.5,0,True,JiangNachum,21.8635,2.5065,5.4567,5
adult_data_set,equalized_odds,0.5,0,True,FaX,21.7751,3.7593,4.2134,5
acs2017_census,equalized_odds,0.5,0,True,Reweighing,10.3025,1.9078,6.0923,5
acs2017_census,equalized_odds,0.5,0,True,LFR,17.3222,3.1091,5.2352,5
acs2017_census,equalized_odds,0.5,0,True,DisparateImpactRemover,10.1311,1.0393,4.6914,5
acs2017_census,equalized_odds,0.5,0,True,Fair-SMOTE,10.8727,1.6323,6.8737,5
acs2017_census,equalized_odds,0.5,0,True,LTDD,13.4809,16.7274,28.6483,5
acs2017_census,equalized_odds,0.5,0,True,PrejudiceRemover,11.6584,1.7093,4.6944,5
acs2017_census,equalized_odds,0.5,0,True,GerryFairClassifier,11.0717,3.5367,7.2998,5
acs2017_census,equalized_odds,0.5,0,True,AdversarialDebiasing,9.6672,0.9338,6.6997,5
acs2017_census,equalized_odds,0.5,0,True,ExponentiatedGradientReduction,10.0917,1.345,3.755,5
acs2017_census,equalized_odds,0.5,0,True,GridSearchReduction,10.0477,2.2184,4.2448,5
acs2017_census,equalized_odds,0.5,0,True,MetaFairClassifier,21.0581,4.7152,5.8043,5
acs2017_census,equalized_odds,0.5,0,True,FAGTB,11.0469,1.1778,7.0477,5
acs2017_census,equalized_odds,0.5,0,True,GradualCompatibility,10.3493,1.8206,4.0216,5
acs2017_census,equalized_odds,0.5,0,True,EqOddsPostprocessing,12.7291,0.6676,7.5765,5
acs2017_census,equalized_odds,0.5,0,True,CalibratedEqOddsPostprocessing,11.0809,10.8637,12.1152,5
acs2017_census,equalized_odds,0.5,0,True,JiangNachum,10.5446,0.5936,4.3012,5
acs2017_census,equalized_odds,0.5,0,True,FaX,10.056,1.5948,4.06,5
